GKZ,Gemeindeverbandsname,Deutschlandatlas_VBGEM1223__pendel,Deutschlandatlas_VBGEM1222__preis_miet_best,Deutschlandatlas_VBGEM1222__reg_energie,Deutschlandatlas_VBGEM1219__oenv,Deutschlandatlas_VBGEM1219__p_ozmz_miv,Deutschlandatlas_VBGEM1219__p_ozmz_oev
09261000,Landshut,22.84,8.2,1.24949945001789,99.3,4.44,10.88
09262000,Passau,10.31,8.03,3.52432173929174,99.0,3.95,14.29
09263000,Straubing,17.33,6.64,2.12305268082337,97.5,3.64,9.59
09271111,Aholming,18.97,5.52,5.85452644942869,82.6,6.63,8.83
09271113,Auerbach,18.98,4.95,2.91892106492293,82.6,15.6,29.74
09271116,Bernried,22.77,5.5,1.71810333963453,85.7,12.29,31.43
09271119,"Deggendorf, GKSt",17.05,7.04,1.48037674854998,86.8,4.37,8.8
09271122,Grafling,19.29,5.36,1.46353056768559,90.5,10.88,22.28
09271125,"Hengersberg, Markt",,,,75.4,10.85,18.98
09271127,Iggensbach,24.01,5.14,2.64606859205776,91.8,12.92,30.13
09271128,Künzing,24.91,4.7,11.8488167031592,83.6,7.49,14.53
09271132,"Metten, Markt",,,,93.9,7.75,13.43
09271138,Niederalteich,18.61,6.05,1.67673463687151,98.2,11.2,13.58
09271140,Offenberg,18.61,5.66,2.08592020023557,71.2,9.93,16.63
09271141,"Osterhofen, Stadt",,,,80.4,4.03,9.33
09271146,"Plattling, Stadt",,,,95.6,1.57,8.7
09271151,Stephansposching,22.59,5.32,11.4861098520617,97.8,6.41,18.07
09271153,"Winzer, Markt",,,,89.6,8.26,19.62
09271902,Lalling (VGem),21.06,4.87,2.4010078613543,70.3,18.17,28.91
09271904,Oberpöring (VGem),22.92,4.78,10.2992610748819,90.8,9.73,18.5
09271905,Moos (VGem),20.04,5.29,15.1073744292237,84.4,7.6,12.51
09271906,Schöllnach (VGem),22.09,5.16,2.83453722084367,64.5,16.57,36.66
09272118,"Freyung, Stadt",,,,71.0,2.93,8.34
09272120,"Grafenau, Stadt",,,,63.8,4.09,14.07
09272121,Grainet,17.23,4.4,2.24075329868053,49.1,10.29,21.2
09272122,Haidmühle,21.4,4.42,1.35406190823015,84.7,20.52,41.65
09272127,Hohenau,17.71,4.56,2.34860247883918,46.1,9.12,23.19
09272129,Jandelsbrunn,15.73,4.23,4.45791271745651,30.6,11.1,29.94
09272134,Mauth,21.88,4.13,3.11958649977649,70.2,15.68,24.91
09272136,Neureichenau,17.36,4.71,2.52542357980162,65.9,17.66,34.52
09272140,Ringelai,19.62,4.06,1.82094819466248,54.1,10.39,18.52
09272141,"Röhrnbach, Markt",,,,60.1,9.05,21.15
09272142,Saldenburg,21.21,4.66,1.93393522670653,41.8,7.81,17.64
09272143,Sankt Oswald-Riedlhütte,18.06,4.51,1.82731196434693,88.0,7.74,17.97
09272146,Neuschönau,19.13,4.54,1.55477411979881,82.0,9.36,18.53
09272149,Spiegelau,20.64,4.45,1.96111755485893,85.8,11.09,24.65
09272151,"Waldkirchen, Stadt",,,,62.9,4.76,12.86
09272451,Annathaler Wald,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09272452,Frauenberger u. Duschelberger Wald,,,,-9999.0,-9999.0,-9999.0
09272453,Graineter Wald,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09272455,Leopoldsreuter Wald,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09272456,Mauther Forst,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09272457,Philippsreuter Wald,,,,-9999.0,-9999.0,-9999.0
09272458,Pleckensteiner Wald,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09272459,Sankt Oswald,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09272460,Schlichtenberger Wald,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09272461,Schönbrunner Wald,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09272463,Waldhäuserwald,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09272911,Schönberg (VGem),22.36,4.81,2.29092479360165,65.7,13.69,32.27
09272912,Hinterschmiding (VGem),17.01,4.34,1.72404200323102,27.5,7.86,16.36
09272913,Thurmansbang (VGem),21.54,4.83,3.14587346174425,41.1,12.05,28.38
09272914,Perlesreut (VGem),18.28,4.4,3.05053629788374,44.5,11.21,29.23
09273111,"Abensberg, Stadt",,,,83.0,2.31,8.36
09273116,"Bad Abbach, Markt",,,,90.4,13.98,33.55
09273137,"Kelheim, Stadt",,,,85.3,3.41,11.56
09273147,"Mainburg, Stadt",,,,48.6,2.04,14.5
09273152,"Neustadt a.d.Donau, Stadt",,,,62.7,3.53,18.66
09273159,"Painten, Markt",,,,80.2,12.21,24.36
09273164,"Riedenburg, Stadt",,,,44.6,17.14,36.71
09273165,"Rohr i.NB, Markt",,,,45.5,9.68,26.17
09273451,Dürnbucher Forst,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09273452,Frauenforst,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09273453,Hacklberg,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09273454,Hienheimer Forst,,,,-9999.0,-9999.0,-9999.0
09273915,Ihrlerstein (VGem),20.99,6.38,3.50454228310502,88.3,4.36,12.81
09273916,Saal a.d.Donau (VGem),20.81,7.18,2.80487910893779,48.9,8.53,21.52
09273917,Langquaid (VGem),25.0,6.32,3.53053615594215,52.2,14.45,36.69
09273918,Siegenburg (VGem),26.75,6.32,5.54188798204448,49.8,9.27,25.33
09273919,Mainburg (VGem),29.77,6.56,17.6416487080814,10.0,8.49,25.35
09274111,Adlkofen,22.75,7.48,3.28253722692822,0.0,12.07,30.24
09274113,"Altdorf, Markt",,,,97.0,7.07,21.35
09274120,Bodenkirchen,24.44,6.1,3.3953154387264,25.2,9.1,21.39
09274121,Buch a.Erlbach,28.6,7.87,2.59601470233791,27.6,9.09,33.39
09274126,"Ergolding, Markt",,,,91.9,5.54,19.31
09274128,"Essenbach, Markt",,,,55.5,11.16,32.47
09274134,"Geisenhausen, Markt",,,,63.2,8.11,22.61
09274141,Hohenthann,27.24,6.13,5.6607458939465,35.0,9.82,29.79
09274146,Kumhausen,23.26,7.29,2.93796429205898,61.3,9.6,16.1
09274153,Neufahrn i.NB,28.55,6.38,6.34602183600713,75.8,7.76,21.76
09274156,Niederaichbach,25.28,6.98,4.35453864390707,5.0,13.87,34.86
09274172,"Pfeffenhausen, Markt",,,,34.7,8.2,32.13
09274176,"Rottenburg a.d.Laaber, Stadt",,,,61.5,2.87,11.1
09274182,Tiefenbach,27.36,7.02,7.34642507418398,9.7,9.59,16.09
09274182,Tiefenbach,27.36,7.02,7.34642507418398,76.6,10.45,24.32
09274182,Tiefenbach,27.36,5.72,2.55904205744431,9.7,9.59,16.09
09274182,Tiefenbach,27.36,5.72,2.55904205744431,76.6,10.45,24.32
09274182,Tiefenbach,16.18,7.02,7.34642507418398,9.7,9.59,16.09
09274182,Tiefenbach,16.18,7.02,7.34642507418398,76.6,10.45,24.32
09274182,Tiefenbach,16.18,5.72,2.55904205744431,9.7,9.59,16.09
09274182,Tiefenbach,16.18,5.72,2.55904205744431,76.6,10.45,24.32
09274184,"Vilsbiburg, Stadt",,,,61.0,2.13,8.73
09274185,Vilsheim,28.73,7.74,1.69169140206921,33.3,13.61,27.62
09274194,Bruckberg,25.4,7.02,7.18976293179029,58.9,11.83,44.47
09274920,Ergoldsbach (VGem),27.33,6.48,3.56496310824694,52.3,12.86,39.14
09274921,Furth (VGem),26.65,6.92,3.20808506066734,26.3,13.62,32.75
09274922,Wörth a.d.Isar (VGem),25.91,7.17,3.81871684532925,75.1,12.98,42.86
09274923,Gerzen (VGem),24.01,6.11,3.52861551976574,0.0,10.1,40.88
09274926,Altfraunhofen (VGem),26.59,6.55,3.83398190984579,32.9,13.49,24.0
09274927,Velden (VGem),20.3,4.93,0.706440870954854,62.1,17.57,30.64
09274927,Velden (VGem),20.3,4.93,0.706440870954854,34.2,11.08,35.05
09274927,Velden (VGem),20.3,6.45,2.96669514986376,62.1,17.57,30.64
09274927,Velden (VGem),20.3,6.45,2.96669514986376,34.2,11.08,35.05
09274927,Velden (VGem),27.9,4.93,0.706440870954854,62.1,17.57,30.64
09274927,Velden (VGem),27.9,4.93,0.706440870954854,34.2,11.08,35.05
09274927,Velden (VGem),27.9,6.45,2.96669514986376,62.1,17.57,30.64
09274927,Velden (VGem),27.9,6.45,2.96669514986376,34.2,11.08,35.05
09275111,Aicha vorm Wald,20.77,5.01,3.44232871690428,63.3,11.88,29.65
09275114,Aldersbach,21.57,4.93,4.80742687656856,37.1,12.21,35.38
09275116,Bad Füssing,12.02,7.41,12.0053551919291,91.7,11.59,19.26
09275118,Breitenberg,22.2,5.1,2.70016890213612,49.8,15.65,56.46
09275119,Büchlberg,14.43,5.45,2.55562508792497,69.6,10.66,25.85
09275120,"Eging a.See, Markt",,,,95.2,11.8,27.16
09275121,Fürstenstein,20.95,5.17,1.77727934995797,86.9,6.65,14.81
09275122,"Fürstenzell, Markt",,,,75.3,11.56,32.18
09275124,"Bad Griesbach i.Rottal, Stadt",,,,79.0,16.66,44.84
09275125,Haarbach,21.1,4.86,5.38649725490196,42.9,18.38,51.43
09275126,"Hauzenberg, Stadt",,,,62.2,3.82,12.72
09275127,"Hofkirchen, Markt",,,,60.9,7.62,28.06
09275128,"Hutthurm, Markt",,,,71.7,11.77,26.61
09275130,Kirchham,14.51,6.14,2.65413986295848,86.8,11.31,17.77
09275131,"Kößlarn, Markt",,,,56.1,18.55,38.98
09275133,Neuburg a.Inn,15.67,6.15,5.04680589957217,87.0,8.34,21.55
09275134,Neuhaus a.Inn,16.58,5.8,8.42509735744089,87.5,2.62,6.28
09275135,Neukirchen vorm Wald,20.01,5.89,3.01048159105851,71.2,6.75,17.72
09275137,"Obernzell, Markt",,,,86.1,14.01,31.09
09275138,"Ortenburg, Markt",,,,60.4,12.0,34.95
09275141,"Pocking, Stadt",,,,78.8,4.57,8.32
09275144,Ruderting,16.24,5.71,1.69680094936709,66.3,10.58,24.15
09275145,"Ruhstorf a.d.Rott, Markt",,,,58.6,4.76,12.09
09275146,Salzweg,11.66,5.91,2.39611717944943,80.7,8.5,24.6
09275148,Sonnen,18.86,4.4,3.16567257264352,56.3,10.01,24.77
09275149,Tettenweis,18.03,5.65,4.11328004410143,2.1,8.29,18.4
09275150,Thyrnau,12.1,5.73,4.66908210726151,77.2,8.43,21.64
09275153,"Untergriesbach, Markt",,,,55.6,11.68,29.9
09275154,"Vilshofen an der Donau, Stadt",,,,68.2,3.98,15.86
09275156,"Wegscheid, Markt",,,,62.6,15.89,42.13
09275159,"Windorf, Markt",,,,64.8,8.4,24.62
09275929,Tittling (VGem),18.22,5.46,3.08415285197312,64.4,2.66,8.75
09275932,Aidenbach (VGem),21.28,5.64,7.26802818853974,61.6,13.75,39.82
09275934,Rotthalmünster (VGem),17.8,5.5,4.02133258964143,74.7,15.17,30.14
09276113,Arnbruck,18.33,4.82,3.5465305093293,57.9,13.85,27.59
09276115,Bayerisch Eisenstein,22.79,5.23,3.67169687814703,61.9,13.9,27.2
09276116,Bischofsmais,18.84,4.61,1.81959026307832,59.3,10.53,25.94
09276117,"Bodenmais, Markt",,,,89.5,13.58,55.9
09276118,Böbrach,17.81,4.58,2.60210669975186,73.5,15.11,43.9
09276120,Drachselsried,18.66,4.77,2.4166715626275,64.1,17.33,44.18
09276121,Frauenau,17.95,4.08,1.42776695072249,51.8,7.26,16.07
09276122,Geiersthal,15.34,4.8,4.90888592123133,72.2,10.03,28.89
09276126,Kirchberg i.Wald,20.01,4.49,3.23028106904232,61.6,14.45,40.71
09276127,Kirchdorf i.Wald,23.64,4.3,2.45278179190751,59.3,14.53,37.38
09276128,Kollnburg,14.95,4.36,4.3089346895075,10.1,6.69,26.01
09276129,Langdorf,17.6,4.79,1.65650988776056,74.7,6.54,21.47
09276130,Lindberg,20.07,4.54,1.11644248168893,67.9,5.89,18.07
09276134,Patersdorf,18.43,5.08,2.32013177410154,70.0,11.76,40.43
09276135,Prackenbach,17.31,4.53,6.14288722341185,20.8,7.64,24.41
09276138,"Regen, Stadt",,,,80.7,2.93,9.56
09276139,Rinchnach,19.73,4.36,5.15165466237942,61.5,8.62,22.22
09276143,"Teisnach, Markt",,,,76.9,10.96,25.51
09276144,"Viechtach, Stadt",,,,77.6,2.56,9.05
09276148,"Zwiesel, Stadt",,,,89.1,1.99,7.42
09276938,Ruhmannsfelden (VGem),20.71,4.46,2.55316790749248,57.5,14.57,36.7
09277111,"Arnstorf, Markt",,,,53.9,3.71,10.76
09277114,Dietersburg,24.76,5.05,6.10870224358974,42.4,9.37,22.0
09277116,"Eggenfelden, Stadt",,,,76.5,2.31,15.18
09277117,Egglham,21.26,5.2,3.7105137304605,34.1,16.99,50.28
09277121,"Gangkofen, Markt",,,,3.5,16.35,41.84
09277124,Hebertsfelden,22.07,5.3,8.36942408098029,42.2,6.79,33.39
09277126,Johanniskirchen,21.95,5.29,3.64986701486541,17.1,13.09,37.12
09277127,Julbach,23.67,5.39,2.67068126315789,92.0,8.57,20.59
09277128,Kirchdorf a.Inn,23.12,5.35,21.7960997803003,74.1,5.67,16.92
09277134,Mitterskirchen,21.2,5.53,3.98370378619154,0.0,8.86,26.17
09277138,"Pfarrkirchen, Stadt",,,,86.6,2.39,9.31
09277139,Postmünster,22.98,5.77,4.19482053422371,5.3,6.59,33.92
09277142,Roßbach,21.31,4.95,6.06661742682097,43.5,9.74,34.56
09277144,Schönau,22.25,6.18,4.84370476678626,2.8,9.23,43.02
09277145,"Simbach a.Inn, Stadt",,,,83.2,1.78,9.12
09277149,"Triftern, Markt",,,,59.8,9.06,30.15
09277151,Unterdietfurt,23.72,5.22,8.210305,0.0,8.7,22.77
09277152,Wittibreut,24.56,4.59,4.06448634984833,0.0,10.77,23.58
09277153,"Wurmannsquick, Markt",,,,1.5,7.96,21.61
09277154,Zeilarn,22.1,5.2,6.2308023465704,4.5,13.82,32.83
09277939,Falkenberg (VGem),22.7,5.03,10.2624146579805,17.8,9.07,30.67
09277940,Massing (VGem),22.85,5.83,6.06449160335866,57.3,13.42,28.43
09277941,Bad Birnbach (VGem),19.05,6.0,3.43461087098887,50.6,12.48,33.23
09277943,Tann (VGem),24.09,5.15,5.1201838017106,30.6,11.85,30.5
09277944,Ering (VGem),25.34,5.25,28.7183201593137,19.4,9.44,22.74
09278118,"Bogen, Stadt",,,,60.4,2.8,11.52
09278123,"Geiselhöring, Stadt",,,,66.6,15.72,35.43
09278129,Haibach,21.05,4.94,2.93011509433962,29.2,18.26,37.5
09278129,Haibach,21.05,4.94,2.93011509433962,99.9,6.37,19.72
09278129,Haibach,21.05,7.15,0.34352094972067,29.2,18.26,37.5
09278129,Haibach,21.05,7.15,0.34352094972067,99.9,6.37,19.72
09278129,Haibach,16.76,4.94,2.93011509433962,29.2,18.26,37.5
09278129,Haibach,16.76,4.94,2.93011509433962,99.9,6.37,19.72
09278129,Haibach,16.76,7.15,0.34352094972067,29.2,18.26,37.5
09278129,Haibach,16.76,7.15,0.34352094972067,99.9,6.37,19.72
09278141,Kirchroth,22.9,5.18,2.48250979886539,41.1,12.88,26.05
09278143,Konzell,18.07,4.61,2.81000163487738,39.6,18.3,49.79
09278144,Laberweinting,26.79,5.48,5.24011047345768,31.5,7.59,34.88
09278146,Leiblfing,23.1,6.19,6.81074414331649,0.0,15.06,37.77
09278148,"Mallersdorf-Pfaffenberg, Markt",,,,62.6,3.18,17.21
09278167,Oberschneiding,23.32,5.61,4.29189915458937,0.0,12.28,34.77
09278170,Parkstetten,17.52,6.2,1.81353143893591,62.1,6.62,16.38
09278178,Rattenberg,20.14,4.27,2.54548009506833,2.7,13.97,37.04
09278184,Sankt Englmar,18.75,5.67,2.12994032174364,0.0,13.04,29.39
09278190,Steinach,22.1,6.98,3.46615030120482,72.1,10.01,24.25
09278197,Wiesenfelden,26.78,5.12,4.85717075058035,0.0,19.29,48.44
09278946,Stallwang (VGem),22.56,5.68,3.41734647188534,16.8,17.91,45.23
09278948,Mitterfels (VGem),22.93,5.52,2.78615921526758,36.1,12.94,28.93
09278949,Hunderdorf (VGem),21.42,5.27,5.66416481749477,31.3,8.35,19.03
09278950,Rain (VGem),19.02,5.54,9.25820187244002,70.4,10.34,21.62
09278950,Rain (VGem),19.02,5.62,12.2546313420124,42.0,4.0,16.17
09278950,Rain (VGem),19.02,5.62,12.2546313420124,70.4,10.34,21.62
09278950,Rain (VGem),19.02,5.54,9.25820187244002,42.0,4.0,16.17
09278950,Rain (VGem),23.22,5.54,9.25820187244002,70.4,10.34,21.62
09278950,Rain (VGem),23.22,5.62,12.2546313420124,42.0,4.0,16.17
09278950,Rain (VGem),23.22,5.62,12.2546313420124,70.4,10.34,21.62
09278950,Rain (VGem),23.22,5.54,9.25820187244002,42.0,4.0,16.17
09278952,Schwarzach (VGem),19.18,5.51,6.01688132369722,0.4,11.0,24.14
09278956,Aiterhofen (VGem),21.28,6.08,7.5721602980815,43.5,8.23,21.1
09278957,Straßkirchen (VGem),22.45,5.61,18.2122653955731,57.6,11.59,30.32
09279112,"Dingolfing, Stadt",,,,37.5,2.25,11.18
09279113,"Eichendorf, Markt",,,,41.4,11.64,26.8
09279115,"Frontenhausen, Markt",,,,0.0,13.25,39.74
09279122,"Landau a.d.Isar, Stadt",,,,68.1,2.74,7.5
09279124,Loiching,19.74,6.3,4.05122478768577,0.0,7.64,36.02
09279126,Marklkofen,18.38,6.28,7.57004,0.0,12.51,51.8
09279127,Mengkofen,24.89,6.31,7.4542128704765,24.3,13.24,40.64
09279128,Moosthenning,22.42,6.7,4.33245046105552,0.0,8.56,34.01
09279130,Niederviehbach,24.1,6.57,11.8596930437983,24.4,10.39,36.84
09279132,"Pilsting, Markt",,,,26.3,6.93,23.58
09279134,"Reisbach, Markt",,,,0.0,12.96,34.19
09279135,"Simbach, Markt",,,,44.6,8.82,25.87
09279137,"Wallersdorf, Markt",,,,46.7,9.57,27.33
09279908,Mamming (VGem),20.0,6.27,7.1946849548475,0.0,7.13,16.82
09361000,Amberg,14.01,6.36,1.20944881741665,98.5,4.06,14.11
09362000,Regensburg,16.21,9.38,0.460135401383358,99.9,4.36,15.5
09363000,Weiden i.d.OPf.,13.94,5.95,1.00344409086686,98.8,4.97,10.5
09371111,Ammerthal,17.19,5.35,1.27130241545894,90.3,8.47,20.95
09371113,"Auerbach i.d.OPf., Stadt",,,,77.8,15.42,37.44
09371118,Ebermannsdorf,19.96,4.98,2.61912140175219,75.2,11.44,24.73
09371119,Edelsfeld,19.19,5.28,4.79272401614531,63.5,13.37,28.52
09371120,Ensdorf,12.11,6.11,0.420538823172581,79.1,15.4,28.68
09371120,Ensdorf,12.11,4.67,1.9495827303425,99.3,4.43,20.82
09371120,Ensdorf,12.11,4.67,1.9495827303425,79.1,15.4,28.68
09371120,Ensdorf,12.11,6.11,0.420538823172581,99.3,4.43,20.82
09371120,Ensdorf,22.12,6.11,0.420538823172581,79.1,15.4,28.68
09371120,Ensdorf,22.12,4.67,1.9495827303425,99.3,4.43,20.82
09371120,Ensdorf,22.12,4.67,1.9495827303425,79.1,15.4,28.68
09371120,Ensdorf,22.12,6.11,0.420538823172581,99.3,4.43,20.82
09371121,"Freihung, Markt",,,,41.7,15.62,34.79
09371122,Freudenberg,19.41,4.95,5.47853093281779,37.6,12.45,27.82
09371127,"Hirschau, Stadt",,,,55.6,16.77,32.96
09371129,"Hohenburg, Markt",,,,50.3,19.47,42.9
09371132,"Kastl, Markt",,,,58.8,19.07,40.84
09371136,Kümmersbruck,14.23,6.11,2.21880644835254,86.4,6.5,19.47
09371144,Poppenricht,16.95,5.54,0.889189125295508,83.1,9.3,14.27
09371146,"Rieden, Markt",,,,75.1,17.54,33.15
09371148,"Schmidmühlen, Markt",,,,60.2,12.89,42.89
09371150,"Schnaittenbach, Stadt",,,,62.2,11.81,34.03
09371151,"Sulzbach-Rosenberg, Stadt",,,,97.4,4.23,7.45
09371154,Ursensollen,19.88,6.35,16.0375983735572,65.7,10.92,28.58
09371156,"Vilseck, Stadt",,,,70.6,21.95,40.99
09371452,Eichen,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09371901,Hahnbach (VGem),18.76,5.44,4.15516689212039,79.9,11.64,29.53
09371902,Königstein (VGem),23.37,5.09,3.78464357118235,81.5,17.41,31.15
09371903,Neukirchen b.Sulzbach-R. (VGem),26.58,4.97,1.32370826863354,56.2,14.07,28.18
09371904,Illschwang (VGem),24.77,4.89,7.98862512768131,23.9,13.25,34.71
09372112,Arnschwang,18.67,4.57,6.01230739109153,63.4,6.56,23.04
09372113,Arrach,21.59,4.65,2.27329601677149,52.3,13.43,29.18
09372115,Blaibach,17.68,4.67,3.04792006188757,75.6,5.41,14.96
09372116,"Cham, Stadt",,,,51.9,3.94,14.65
09372117,Chamerau,15.47,4.8,2.89816452742124,55.0,7.35,20.25
09372124,"Eschlkam, Markt",,,,45.7,8.61,27.12
09372126,"Furth im Wald, Stadt",,,,61.1,3.07,11.53
09372130,Grafenwiesen,19.45,4.39,1.78061911262799,79.2,5.37,12.8
09372135,Hohenwarth,20.37,4.07,1.73871631926792,90.6,8.48,18.37
09372137,"Bad Kötzting, Stadt",,,,53.7,2.86,11.53
09372138,"Lam, Markt",,,,78.5,16.97,36.86
09372143,Miltach,16.72,5.37,2.79006429489927,47.6,10.46,28.63
09372144,"Neukirchen b.Hl.Blut, Markt",,,,27.3,14.25,43.37
09372146,Pemfling,16.9,4.89,3.02792179261863,0.0,8.9,24.69
09372153,"Roding, Stadt",,,,58.6,3.44,8.7
09372154,"Rötz, Stadt",,,,47.8,13.03,24.78
09372155,Runding,15.67,4.65,2.53927162629758,0.0,8.21,25.21
09372157,Schönthal,20.61,4.39,5.67290737913486,26.0,12.11,13.29
09372158,Schorndorf,18.35,5.14,2.79066374367622,62.7,8.98,23.46
09372164,Traitsching,18.86,4.81,3.83305902697717,0.1,11.26,27.19
09372168,Waffenbrunn,17.88,4.63,1.74375612144956,26.5,7.49,20.46
09372171,"Waldmünchen, Stadt",,,,40.3,4.19,10.26
09372175,Willmering,14.91,5.89,1.26834560628375,42.9,3.84,16.85
09372177,Zandt,20.25,5.28,2.15892898272553,0.0,12.83,26.03
09372178,Lohberg,24.89,4.29,1.65365032327586,1.8,20.2,49.18
09372908,Tiefenbach (VGem),26.34,4.02,3.25886473429952,43.8,13.5,20.8
09372910,Stamsried (VGem),19.39,4.78,2.82002955665025,24.4,8.88,20.41
09372912,Weiding (VGem),18.07,4.58,2.99401505570611,11.8,9.9,26.95
09372913,Walderbach (VGem),17.95,5.31,2.15518533660398,0.0,8.73,10.99
09372917,Wald (VGem),22.99,5.46,1.94906983353634,51.0,12.75,34.39
09372918,Falkenstein (VGem),23.46,5.08,2.23862593798669,53.4,15.84,41.65
09373112,"Berching, Stadt",,,,48.2,4.23,15.23
09373113,Berg b.Neumarkt i.d.OPf.,19.77,6.4,3.05169385997293,80.8,8.53,15.01
09373115,"Breitenbrunn, Markt",,,,35.4,12.28,22.8
09373119,Deining,21.23,6.63,7.58375782881002,20.8,11.28,26.01
09373121,"Dietfurt a.d.Altmühl, Stadt",,,,62.9,10.34,25.78
09373126,"Freystadt, Stadt",,,,56.9,3.69,9.31
09373134,"Hohenfels, Markt",,,,41.9,11.34,28.18
09373140,"Lauterhofen, Markt",,,,43.2,17.49,29.12
09373143,"Lupburg, Markt",,,,43.4,1.48,7.3
09373146,Mühlhausen,18.04,6.37,5.24054399387911,55.0,9.05,21.58
09373147,"Neumarkt i.d.OPf., GKSt",15.75,7.32,1.75081415408743,95.8,4.43,7.39
09373151,"Parsberg, Stadt",,,,71.2,3.54,8.95
09373155,"Postbauer-Heng, Markt",,,,81.3,11.08,17.02
09373156,"Pyrbaum, Markt",,,,83.1,10.41,26.34
09373160,Seubersdorf i.d.OPf.,27.1,5.8,4.130766447985,64.0,10.59,21.22
09373167,"Velburg, Stadt",,,,0.0,11.9,26.4
09373921,Neumarkt i.d.OPf. (VGem),15.54,8.09,5.01487547912566,55.7,8.96,16.81
09374111,Altenstadt a.d.Waldnaab,15.95,5.22,1.12151285319737,99.9,3.48,9.39
09374118,"Eslarn, Markt",,,,52.8,15.11,57.14
09374121,"Floß, Markt",,,,64.2,11.69,23.8
09374122,Flossenbürg,20.3,3.81,11.0763979452055,95.5,16.53,33.07
09374124,"Grafenwöhr, Stadt",,,,88.6,2.06,6.15
09374133,"Luhe-Wildenau, Markt",,,,76.8,8.8,19.24
09374134,"Mantel, Markt",,,,67.1,13.05,23.77
09374137,"Moosbach, Markt",,,,69.3,7.78,17.21
09374139,"Neustadt a.d.Waldnaab, Stadt",,,,97.7,2.7,4.38
09374162,"Vohenstrauß, Stadt",,,,73.0,2.99,5.85
09374164,"Waidhaus, Markt",,,,67.2,10.38,29.32
09374165,"Waldthurn, Markt",,,,83.9,8.22,14.41
09374168,"Windischeschenbach, Stadt",,,,83.5,1.3,7.56
09374451,Heinersreuther Forst,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09374451,Heinersreuther Forst,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09374451,Heinersreuther Forst,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09374451,Heinersreuther Forst,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09374452,Manteler Forst,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09374458,Speinsharter Forst,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
09374923,Neustadt a.d.Waldnaab (VGem),18.09,5.06,4.27259914241164,73.1,7.34,14.41
09374924,Pressath (VGem),21.14,5.68,5.70806610345339,77.9,3.48,10.46
09374925,Weiherhammer (VGem),17.28,5.27,2.27624277108434,70.6,13.66,29.43
09374926,Kirchenthumbach (VGem),23.05,4.76,2.81287170031056,53.0,10.18,25.39
09374927,Eschenbach i.d.OPf. (VGem),19.91,5.52,2.23217421289355,71.3,3.38,8.06
09374929,Schirmitz (VGem),16.61,5.4,2.36936334984241,88.3,9.08,18.15
09374930,Tännesberg (VGem),23.18,4.21,9.75308764478764,58.5,10.35,29.47
09374931,Pleystein (VGem),21.0,4.2,4.19209036796537,69.0,9.54,21.35
09375117,Barbing,15.66,7.14,2.26439463271977,55.1,7.16,20.35
09375118,"Beratzhausen, Markt",,,,70.5,9.46,27.07
09375119,Bernhardswald,19.64,6.3,1.94970369010464,61.4,11.81,33.42
09375143,Hagelstadt,24.09,6.05,3.66252167261601,98.7,13.38,27.1
09375148,"Hemau, Stadt",,,,66.7,15.55,39.83
09375161,Köfering,18.71,7.16,1.47303358613218,99.8,8.36,18.54
09375165,"Lappersdorf, Markt",,,,96.9,6.81,23.46
09375170,Mintraching,19.13,6.6,4.51385499288184,73.9,8.28,18.12
09375174,"Neutraubling, Stadt",,,,98.4,2.48,8.83
09375175,"Nittendorf, Markt",,,,88.8,12.84,31.86
09375179,Obertraubling,17.63,7.79,1.30923759880857,98.5,5.52,11.31
09375180,Pentling,18.17,8.64,5.48767938194109,87.1,9.44,28.55
09375181,Pettendorf,18.58,6.61,1.62377642391612,86.5,9.54,33.06
09375183,Pfatter,26.89,5.62,5.49211210348014,79.0,15.19,37.45
09375190,"Regenstauf, Markt",,,,91.4,3.35,10.65
09375196,"Schierling, Markt",,,,77.0,13.65,27.8
09375199,Sinzing,18.72,7.68,1.73692304646251,91.4,10.55,34.9
